Label,Date,Lat,Lon,X,Y
Unidentified debris,Wed Jan 03 2024 15:40:57 GMT-0600 (Central Standard Time),30.3637694,-88.8239585,987206.6231144938,314124.0958294275
Unidentified debris,Wed Jan 03 2024 15:40:50 GMT-0600 (Central Standard Time),30.3637134,-88.8239053,987223.4029575377,314103.73055912997
Unidentified debris,Wed Jan 03 2024 15:40:37 GMT-0600 (Central Standard Time),30.3637253,-88.8238073,987254.3097279761,314108.06105893396
Building materials,Wed Jan 03 2024 15:40:10 GMT-0600 (Central Standard Time),30.3637751,-88.823821,987249.9875173236,314126.17247760814
Unidentified debris,Wed Jan 03 2024 15:40:02 GMT-0600 (Central Standard Time),30.3637686,-88.8237038,987286.9501043883,314123.81161111227
Unidentified debris,Wed Jan 03 2024 15:39:53 GMT-0600 (Central Standard Time),30.3637422,-88.8236768,987295.4661484364,314114.2109091825
Unidentified debris,Wed Jan 03 2024 15:39:36 GMT-0600 (Central Standard Time),30.3636917,-88.8236812,987294.0800455873,314095.8444262703
Unidentified debris,Wed Jan 03 2024 15:39:20 GMT-0600 (Central Standard Time),30.3636614,-88.823668,987298.2439879278,314084.82496225287
Unidentified debris,Wed Jan 03 2024 15:39:13 GMT-0600 (Central Standard Time),30.3636576,-88.823653,987302.9747922616,314083.4433424843
Unidentified debris,Wed Jan 03 2024 15:39:02 GMT-0600 (Central Standard Time),30.3636651,-88.8236555,987302.1861116206,314086.1709530614
Unidentified debris,Wed Jan 03 2024 15:38:52 GMT-0600 (Central Standard Time),30.3636356,-88.8236597,987300.8624351573,314075.4419735783
Unidentified debris,Wed Jan 03 2024 15:38:44 GMT-0600 (Central Standard Time),30.3636391,-88.8236307,987310.0083221189,314076.71567166323
Unidentified debris,Wed Jan 03 2024 15:38:38 GMT-0600 (Central Standard Time),30.3635956,-88.8235866,987323.9179034102,314060.89633317105
Unidentified debris,Wed Jan 03 2024 15:38:18 GMT-0600 (Central Standard Time),30.3634947,-88.8235724,987328.3994495372,314024.2003591125
Unidentified debris,Wed Jan 03 2024 15:38:11 GMT-0600 (Central Standard Time),30.3634943,-88.8235657,987330.5125055388,314024.05506498436
Unidentified debris,Wed Jan 03 2024 15:38:02 GMT-0600 (Central Standard Time),30.3635096,-88.8235737,987327.9889894383,314029.6193104449
Unidentified debris,Wed Jan 03 2024 15:37:55 GMT-0600 (Central Standard Time),30.3635099,-88.8235952,987321.2083192226,314029.727834367
Unidentified debris,Wed Jan 03 2024 15:37:45 GMT-0600 (Central Standard Time),30.3634542,-88.8235789,987326.3507495691,314009.4707223696
Unidentified debris,Wed Jan 03 2024 15:37:38 GMT-0600 (Central Standard Time),30.3635504,-88.8235655,987330.5738232263,314044.4581007251
Unidentified debris,Wed Jan 03 2024 15:37:32 GMT-0600 (Central Standard Time),30.3635144,-88.8235866,987323.9204428187,314031.3646741958
Unidentified debris,Wed Jan 03 2024 15:37:14 GMT-0600 (Central Standard Time),30.363679,-88.8237892,987260.0195036118,314091.22267409746
Unidentified debris,Wed Jan 03 2024 15:37:06 GMT-0600 (Central Standard Time),30.3636714,-88.8237746,987264.6242705531,314088.4590151631
Unidentified debris,Wed Jan 03 2024 15:34:24 GMT-0600 (Central Standard Time),30.3729763,-88.8349823,983729.9996929958,317472.44076359447
Unidentified debris,Wed Jan 03 2024 15:34:14 GMT-0600 (Central Standard Time),30.3729779,-88.8351118,983689.1619816726,317473.0232866436
Tires,Wed Jan 03 2024 15:32:45 GMT-0600 (Central Standard Time),30.3731861,-88.8354884,983570.4029177057,317548.7457952998
Unidentified debris,Wed Jan 03 2024 15:32:34 GMT-0600 (Central Standard Time),30.3731349,-88.8357065,983501.6250156554,317530.1261947175
Unidentified debris,Wed Jan 03 2024 15:32:26 GMT-0600 (Central Standard Time),30.3731028,-88.8357981,983472.7388222914,317518.4523330769
Building materials,Wed Jan 03 2024 15:32:07 GMT-0600 (Central Standard Time),30.3730347,-88.8361734,983354.3878018683,317493.6877524375
Unidentified debris,Wed Jan 03 2024 15:31:57 GMT-0600 (Central Standard Time),30.3730428,-88.8361541,983360.4741110051,317496.633496759
Unidentified debris,Wed Jan 03 2024 15:31:35 GMT-0600 (Central Standard Time),30.3729853,-88.8366182,983214.1200434556,317475.7252125306
Unidentified debris,Wed Jan 03 2024 15:31:20 GMT-0600 (Central Standard Time),30.3729069,-88.8366487,983204.5010597237,317447.2121259
Unidentified debris,Wed Jan 03 2024 15:30:04 GMT-0600 (Central Standard Time),30.3724951,-88.833514,984193.0266335058,317297.4289691195
Building materials,Wed Jan 03 2024 15:29:45 GMT-0600 (Central Standard Time),30.3724465,-88.8333209,984253.9208627617,317279.753547371
Unidentified debris,Wed Jan 03 2024 15:29:35 GMT-0600 (Central Standard Time),30.3724575,-88.8332439,984278.2028783645,317283.7541579041
Unidentified debris,Wed Jan 03 2024 15:29:19 GMT-0600 (Central Standard Time),30.3723367,-88.8328828,984392.0762477497,317239.8205719456
Building Materials,Wed Jan 03 2024 15:28:41 GMT-0600 (Central Standard Time),30.3724028,-88.8322832,984581.160631711,317263.86179046024
Unidentified debris,Wed Jan 03 2024 15:27:17 GMT-0600 (Central Standard Time),30.373139,-88.8301413,985256.6034678291,317531.6236685593
Tires,Wed Jan 03 2024 15:27:06 GMT-0600 (Central Standard Time),30.373137,-88.8301287,985260.576881649,317530.8963988809
Building Materials,Wed Jan 03 2024 15:26:45 GMT-0600 (Central Standard Time),30.3730477,-88.8298907,985335.6308534937,317498.42100193986
Tires,Wed Jan 03 2024 15:26:21 GMT-0600 (Central Standard Time),30.3729689,-88.8297549,985378.4561477943,317469.76348525676
Unidentified debris,Wed Jan 03 2024 15:24:03 GMT-0600 (Central Standard Time),30.3716785,-88.8284637,985785.6552240006,317000.471967431
Unidentified debris,Wed Jan 03 2024 15:23:54 GMT-0600 (Central Standard Time),30.3716737,-88.8284597,985786.916712514,316998.7263056636
Unidentified debris,Wed Jan 03 2024 15:23:45 GMT-0600 (Central Standard Time),30.3716371,-88.828454,985788.714799891,316985.415298611
Unidentified debris,Wed Jan 03 2024 15:23:21 GMT-0600 (Central Standard Time),30.3713827,-88.8281657,985879.6354306255,316892.896383617
Unidentified debris,Wed Jan 03 2024 15:23:13 GMT-0600 (Central Standard Time),30.3713745,-88.8281672,985879.1625351221,316889.91409736086
Unidentified debris,Wed Jan 03 2024 15:22:18 GMT-0600 (Central Standard Time),30.370379,-88.8265465,986390.2789878685,316527.886872603
Unidentified debris,Wed Jan 03 2024 15:21:33 GMT-0600 (Central Standard Time),30.3692484,-88.8250428,986864.512186161,316116.7296792135
Unidentified debris,Wed Jan 03 2024 15:21:02 GMT-0600 (Central Standard Time),30.3683701,-88.8243063,987096.8011226963,315797.31790630316
Unidentified debris,Wed Jan 03 2024 15:20:50 GMT-0600 (Central Standard Time),30.3682372,-88.8241254,987153.8543932299,315748.98800907226
Unidentified debris,Wed Jan 03 2024 15:20:40 GMT-0600 (Central Standard Time),30.3681354,-88.8240297,987184.037806005,315711.9667668166
Unidentified debris,Wed Jan 03 2024 15:20:07 GMT-0600 (Central Standard Time),30.3673972,-88.8232302,987436.1958414599,315443.5119412733
Building materials,Wed Jan 03 2024 15:19:50 GMT-0600 (Central Standard Time),30.3674022,-88.8232227,987438.5609324852,315445.33060517715
Unidentified debris,Wed Jan 03 2024 15:19:20 GMT-0600 (Central Standard Time),30.3675052,-88.822578,987641.874536539,315482.8094531112
Unidentified debris,Wed Jan 03 2024 15:18:55 GMT-0600 (Central Standard Time),30.3673773,-88.8224192,987691.959256483,315436.29821319086
Unidentified debris,Wed Jan 03 2024 15:18:47 GMT-0600 (Central Standard Time),30.3673704,-88.8224038,987696.8161528102,315433.7892161031
Unidentified debris,Wed Jan 03 2024 15:18:38 GMT-0600 (Central Standard Time),30.3673711,-88.8223984,987698.519111052,315434.0439637924
Unidentified debris,Wed Jan 03 2024 15:18:27 GMT-0600 (Central Standard Time),30.3673182,-88.8223196,987723.3719147817,315414.80713774066
Unidentified debris,Wed Jan 03 2024 15:15:41 GMT-0600 (Central Standard Time),30.3669407,-88.8218573,987869.1801443156,315277.52840858174
Tires,Wed Jan 03 2024 15:15:19 GMT-0600 (Central Standard Time),30.3666488,-88.8214709,987991.0496693735,315171.3796798205
Unidentified debris,Wed Jan 03 2024 15:14:49 GMT-0600 (Central Standard Time),30.3662999,-88.8210836,988113.2059922349,315044.5010411569
Unidentified debris,Wed Jan 03 2024 15:13:32 GMT-0600 (Central Standard Time),30.3758427,-88.852955,978062.5037220714,318515.45656929346
Unidentified debris,Wed Jan 03 2024 15:12:32 GMT-0600 (Central Standard Time),30.374681,-88.8504439,978854.2901960615,318092.8283366053
Unidentified debris,Wed Jan 03 2024 15:11:34 GMT-0600 (Central Standard Time),30.3739625,-88.8491104,979274.7646728033,317831.4553383568
Unidentified debris,Wed Jan 03 2024 15:10:35 GMT-0600 (Central Standard Time),30.3729993,-88.8474327,979803.7771241479,317481.0784814141
Unidentified debris,Wed Jan 03 2024 15:10:18 GMT-0600 (Central Standard Time),30.3727009,-88.8469205,979965.2859324543,317372.5333840582
Unidentified debris,Wed Jan 03 2024 15:08:38 GMT-0600 (Central Standard Time),30.3694007,-88.8406197,981952.1665380407,316172.09800979524
Unidentified debris,Wed Jan 03 2024 15:07:58 GMT-0600 (Central Standard Time),30.3688205,-88.8397416,982229.0728096855,315961.0679403414
Unidentified debris,Wed Jan 03 2024 15:07:01 GMT-0600 (Central Standard Time),30.3674387,-88.8365127,983247.3327861078,315458.47714984254
Building materials,Wed Jan 03 2024 15:06:39 GMT-0600 (Central Standard Time),30.3674202,-88.8365553,983233.8979621478,315451.7492532427
Aquaculture gear,Wed Jan 03 2024 15:04:19 GMT-0600 (Central Standard Time),30.364634,-88.8302092,985235.2765619957,314438.433871382
Unidentified debris,Wed Jan 03 2024 14:46:53 GMT-0600 (Central Standard Time),30.375709,-88.8437724,980958.1403073394,318466.4469612932
Unidentified debris,Wed Jan 03 2024 14:46:45 GMT-0600 (Central Standard Time),30.3756972,-88.8437771,980956.6578117835,318462.1555433833
Unidentified debris,Wed Jan 03 2024 14:46:39 GMT-0600 (Central Standard Time),30.3756182,-88.8437446,980966.9037367947,318433.42300679896
Unidentified debris,Wed Jan 03 2024 14:46:16 GMT-0600 (Central Standard Time),30.3755233,-88.8433389,981094.8344173032,318398.8971998858
Unidentified debris,Wed Jan 03 2024 14:46:06 GMT-0600 (Central Standard Time),30.3754604,-88.8433668,981086.0343771487,318376.02181104815
Unidentified debris,Wed Jan 03 2024 14:45:57 GMT-0600 (Central Standard Time),30.3754416,-88.8433171,981101.7062334272,318369.18303505046
Unidentified debris,Wed Jan 03 2024 14:45:48 GMT-0600 (Central Standard Time),30.3754972,-88.8432625,981118.9256394205,318389.40274423436
Unidentified debris,Wed Jan 03 2024 14:45:35 GMT-0600 (Central Standard Time),30.3754727,-88.8432873,981111.1043972757,318380.4929997695
Unidentified debris,Wed Jan 03 2024 14:45:28 GMT-0600 (Central Standard Time),30.3754627,-88.843243,981125.0736935759,318376.8548648373
Unidentified debris,Wed Jan 03 2024 14:45:22 GMT-0600 (Central Standard Time),30.3754475,-88.8432511,981122.5189458664,318371.3269844408
Unidentified debris,Wed Jan 03 2024 14:45:13 GMT-0600 (Central Standard Time),30.375447,-88.8432479,981123.5280220034,318371.1450506081
Unidentified debris,Wed Jan 03 2024 14:45:07 GMT-0600 (Central Standard Time),30.3754481,-88.8432432,981125.0101609337,318371.544981102
Unidentified debris,Wed Jan 03 2024 14:45:00 GMT-0600 (Central Standard Time),30.3754481,-88.843236,981127.2806180147,318371.5447826
Unidentified debris,Wed Jan 03 2024 14:44:27 GMT-0600 (Central Standard Time),30.3753694,-88.8432417,981125.4806698993,318342.9224547404
Unidentified debris,Wed Jan 03 2024 14:44:20 GMT-0600 (Central Standard Time),30.3753713,-88.8432498,981122.9264641107,318343.6136911693
Unidentified debris,Wed Jan 03 2024 14:44:11 GMT-0600 (Central Standard Time),30.3753533,-88.8431948,981140.2696772875,318337.0657387899
Unidentified debris,Wed Jan 03 2024 14:44:03 GMT-0600 (Central Standard Time),30.3753561,-88.8431832,981143.9277279777,318338.08375552285
Unidentified debris,Wed Jan 03 2024 14:43:53 GMT-0600 (Central Standard Time),30.3753642,-88.843172,981147.4598092072,318341.02934609214
Unidentified debris,Wed Jan 03 2024 14:43:46 GMT-0600 (Central Standard Time),30.3753657,-88.8431661,981149.320371575,318341.5747211466
Unidentified debris,Wed Jan 03 2024 14:43:38 GMT-0600 (Central Standard Time),30.3753742,-88.8432099,981135.508682206,318344.6672962409
Unidentified debris,Wed Jan 03 2024 14:43:30 GMT-0600 (Central Standard Time),30.3753812,-88.8431554,981152.6950145594,318347.21163962147
Unidentified debris,Wed Jan 03 2024 14:43:22 GMT-0600 (Central Standard Time),30.3753872,-88.8432531,981121.8863433887,318349.396469799
Unidentified debris,Wed Jan 03 2024 14:43:15 GMT-0600 (Central Standard Time),30.3754149,-88.8432164,981133.4602535585,318359.46970033675
Unidentified debris,Wed Jan 03 2024 14:43:09 GMT-0600 (Central Standard Time),30.3754318,-88.8431232,981162.8506000963,318365.61352757586
Unidentified debris,Wed Jan 03 2024 14:42:48 GMT-0600 (Central Standard Time),30.3752903,-88.8430154,981196.8399963047,318314.1483246386
Unidentified debris,Wed Jan 03 2024 14:42:38 GMT-0600 (Central Standard Time),30.3752597,-88.8430077,981199.2671777189,318303.01917159365
Unidentified debris,Wed Jan 03 2024 14:42:28 GMT-0600 (Central Standard Time),30.375262,-88.843012,981197.9112791482,318303.8557767652
Unidentified debris,Wed Jan 03 2024 14:42:04 GMT-0600 (Central Standard Time),30.3752263,-88.8429601,981214.2764184963,318290.8706126739
Unidentified debris,Wed Jan 03 2024 14:41:57 GMT-0600 (Central Standard Time),30.3752564,-88.8429954,981203.145780325,318301.81866022636
Unidentified debris,Wed Jan 03 2024 14:41:47 GMT-0600 (Central Standard Time),30.3752374,-88.8429604,981214.1821589003,318294.9075911635
Unidentified debris,Wed Jan 03 2024 14:41:36 GMT-0600 (Central Standard Time),30.3752698,-88.8429448,981219.1024926732,318306.69076301146
Unidentified debris,Wed Jan 03 2024 14:41:29 GMT-0600 (Central Standard Time),30.3752652,-88.8428861,981237.6129172537,318305.0162188793
Unidentified debris,Wed Jan 03 2024 14:41:23 GMT-0600 (Central Standard Time),30.3752617,-88.8428791,981239.8202029542,318303.7431142302
Unidentified debris,Wed Jan 03 2024 14:41:15 GMT-0600 (Central Standard Time),30.3752566,-88.8428833,981238.495610815,318301.8884015649
Unidentified debris,Wed Jan 03 2024 14:41:03 GMT-0600 (Central Standard Time),30.3752148,-88.8428957,981234.5840886005,318286.6864462066
Unidentified debris,Wed Jan 03 2024 14:40:56 GMT-0600 (Central Standard Time),30.375219,-88.842889,981236.6970088852,318288.2137702937
Unidentified debris,Wed Jan 03 2024 14:40:47 GMT-0600 (Central Standard Time),30.3752115,-88.84289,981236.3814368335,318285.48611415614
Unidentified debris,Wed Jan 03 2024 14:40:40 GMT-0600 (Central Standard Time),30.3752021,-88.8428954,981234.678301417,318282.06756213494
Unidentified debris,Wed Jan 03 2024 14:40:32 GMT-0600 (Central Standard Time),30.3751806,-88.8429027,981232.3756440768,318274.24839933706
Unidentified debris,Wed Jan 03 2024 14:40:22 GMT-0600 (Central Standard Time),30.3751923,-88.8428439,981250.9181178731,318278.5020232376
Unidentified debris,Wed Jan 03 2024 14:40:12 GMT-0600 (Central Standard Time),30.3751492,-88.8427946,981266.4631736587,318262.8256384149
Unidentified debris,Wed Jan 03 2024 14:40:05 GMT-0600 (Central Standard Time),30.3751554,-88.8427329,981285.9199757219,318265.0789034606
Unidentified debris,Wed Jan 03 2024 14:39:56 GMT-0600 (Central Standard Time),30.3751616,-88.842774,981272.959599147,318267.33486532874
Unidentified debris,Wed Jan 03 2024 14:39:49 GMT-0600 (Central Standard Time),30.375155,-88.842746,981281.7889808097,318264.93376997765
Unidentified debris,Wed Jan 03 2024 14:39:43 GMT-0600 (Central Standard Time),30.3751508,-88.8428578,981246.5335942371,318263.4092137359
Unidentified debris,Wed Jan 03 2024 14:39:26 GMT-0600 (Central Standard Time),30.375262,-88.8427549,981278.9856709702,318303.848943481
Unidentified debris,Wed Jan 03 2024 14:39:10 GMT-0600 (Central Standard Time),30.3752096,-88.8426007,981327.6098268562,318284.78752329387
Unidentified debris,Wed Jan 03 2024 14:38:56 GMT-0600 (Central Standard Time),30.3751958,-88.8425385,981347.2236931715,318279.7669882389
Unidentified debris,Wed Jan 03 2024 14:38:49 GMT-0600 (Central Standard Time),30.3751908,-88.8425313,981349.4940084659,318277.94834870787
Unidentified debris,Wed Jan 03 2024 14:38:28 GMT-0600 (Central Standard Time),30.3751924,-88.8425108,981355.95856838,318278.5297301764
Unidentified debris,Wed Jan 03 2024 14:38:12 GMT-0600 (Central Standard Time),30.3751595,-88.842364,981402.2498323359,318266.5605758863
Unidentified debris,Wed Jan 03 2024 14:37:12 GMT-0600 (Central Standard Time),30.3750316,-88.8422124,981450.0520628603,318220.0407158089
Unidentified debris,Wed Jan 03 2024 14:36:52 GMT-0600 (Central Standard Time),30.3748222,-88.8417026,981610.8080940404,318143.87158158864
Unidentified debris,Wed Jan 03 2024 14:36:43 GMT-0600 (Central Standard Time),30.3748486,-88.8417006,981611.439489591,318153.47297764674
Unidentified debris,Wed Jan 03 2024 14:36:35 GMT-0600 (Central Standard Time),30.3748294,-88.8416845,981616.5160002166,318146.4897357216
Unidentified debris,Wed Jan 03 2024 14:36:24 GMT-0600 (Central Standard Time),30.3748054,-88.8415771,981650.3832298539,318137.7586714541
Unidentified debris,Wed Jan 03 2024 14:36:07 GMT-0600 (Central Standard Time),30.3748673,-88.8418812,981554.4890234455,318160.2782504205
Unidentified debris,Wed Jan 03 2024 14:35:59 GMT-0600 (Central Standard Time),30.3748881,-88.8419464,981533.9292267216,318167.8445804108
Unidentified debris,Wed Jan 03 2024 14:35:49 GMT-0600 (Central Standard Time),30.3748601,-88.8419462,981533.9915212794,318157.66122729063
Unidentified debris,Wed Jan 03 2024 14:35:41 GMT-0600 (Central Standard Time),30.3748559,-88.8419563,981530.8064392359,318156.13396728697
Unidentified debris,Wed Jan 03 2024 14:35:35 GMT-0600 (Central Standard Time),30.3748634,-88.8419507,981532.5725683906,318158.861515523
Unidentified debris,Wed Jan 03 2024 14:35:26 GMT-0600 (Central Standard Time),30.3748144,-88.8419296,981539.2249566098,318141.04015065567
Unidentified debris,Wed Jan 03 2024 14:35:20 GMT-0600 (Central Standard Time),30.37481,-88.8419149,981543.8603818449,318139.4395588453
Unidentified debris,Wed Jan 03 2024 14:35:13 GMT-0600 (Central Standard Time),30.3748158,-88.841912,981544.7750371476,318141.5488974451
Unidentified debris,Wed Jan 03 2024 14:35:03 GMT-0600 (Central Standard Time),30.3748149,-88.8419021,981547.8969109696,318141.2213393168
Unidentified debris,Wed Jan 03 2024 14:34:49 GMT-0600 (Central Standard Time),30.3747979,-88.8418952,981550.072312513,318135.038427707
Unidentified debris,Wed Jan 03 2024 14:34:41 GMT-0600 (Central Standard Time),30.3747957,-88.8418907,981551.491297153,318134.2382002935
Unidentified debris,Wed Jan 03 2024 14:34:30 GMT-0600 (Central Standard Time),30.3747892,-88.8418929,981550.7973631929,318131.8742611496
Unidentified debris,Wed Jan 03 2024 14:34:11 GMT-0600 (Central Standard Time),30.3747831,-88.8418936,981550.5764552241,318129.6557626865
Unidentified debris,Wed Jan 03 2024 14:34:00 GMT-0600 (Central Standard Time),30.3747753,-88.8418892,981551.9637519642,318126.81886804505
Unidentified debris,Wed Jan 03 2024 14:33:50 GMT-0600 (Central Standard Time),30.3747719,-88.8418984,981549.0624990258,318125.5825378024
Unidentified debris,Wed Jan 03 2024 14:33:19 GMT-0600 (Central Standard Time),30.3747671,-88.8418739,981556.7882815114,318123.8362378123
Unidentified debris,Wed Jan 03 2024 14:33:12 GMT-0600 (Central Standard Time),30.3747565,-88.8418681,981558.6169831263,318119.9809753499
Unidentified debris,Wed Jan 03 2024 14:33:05 GMT-0600 (Central Standard Time),30.3747679,-88.8418639,981559.9417378778,318124.1269530715
Unidentified debris,Wed Jan 03 2024 14:32:57 GMT-0600 (Central Standard Time),30.3747604,-88.8418604,981561.0452346668,318121.3991874574
Unidentified debris,Wed Jan 03 2024 14:32:50 GMT-0600 (Central Standard Time),30.3747577,-88.841846,981565.5861068334,318120.41688030906
Unidentified debris,Wed Jan 03 2024 14:32:43 GMT-0600 (Central Standard Time),30.3747646,-88.8418547,981562.8428073104,318122.9265544611
Unidentified debris,Wed Jan 03 2024 14:32:37 GMT-0600 (Central Standard Time),30.3747797,-88.8418371,981568.3932642546,318128.4178716913
Unidentified debris,Wed Jan 03 2024 14:32:29 GMT-0600 (Central Standard Time),30.3747915,-88.8418257,981571.9885007262,318132.7091559563
Unidentified debris,Wed Jan 03 2024 14:32:21 GMT-0600 (Central Standard Time),30.3747384,-88.8418691,981558.3011437559,318113.39819192357
Unidentified debris,Wed Jan 03 2024 14:32:14 GMT-0600 (Central Standard Time),30.3747237,-88.8418788,981555.2419082364,318108.05216473277
Unidentified debris,Wed Jan 03 2024 14:32:01 GMT-0600 (Central Standard Time),30.3747097,-88.8418865,981552.8133782835,318102.9606738958
Unidentified debris,Wed Jan 03 2024 14:31:52 GMT-0600 (Central Standard Time),30.3747123,-88.8418662,981559.214925196,318103.9057878676
Unidentified debris,Wed Jan 03 2024 14:31:46 GMT-0600 (Central Standard Time),30.3747079,-88.8418614,981560.7284541448,318102.3054335032
Unidentified debris,Wed Jan 03 2024 14:31:40 GMT-0600 (Central Standard Time),30.3747045,-88.8418527,981563.471850813,318101.0686777207
Unidentified debris,Wed Jan 03 2024 14:31:31 GMT-0600 (Central Standard Time),30.3747194,-88.841848,981564.9543731645,318106.48756225157
Unidentified debris,Wed Jan 03 2024 14:31:23 GMT-0600 (Central Standard Time),30.3747418,-88.8418314,981570.1896879041,318114.63384775264
Unidentified debris,Wed Jan 03 2024 14:31:10 GMT-0600 (Central Standard Time),30.3746913,-88.8418223,981573.0579380357,318096.2672370152
Unidentified debris,Wed Jan 03 2024 14:31:05 GMT-0600 (Central Standard Time),30.3746968,-88.8418123,981576.2115246159,318098.26730141963
Unidentified debris,Wed Jan 03 2024 14:30:58 GMT-0600 (Central Standard Time),30.3746964,-88.8418071,981577.8513008329,318098.1217023494
Unidentified debris,Wed Jan 03 2024 14:30:49 GMT-0600 (Central Standard Time),30.3747059,-88.8418019,981579.4913461594,318101.57664426975
Unidentified debris,Wed Jan 03 2024 14:30:43 GMT-0600 (Central Standard Time),30.3747212,-88.8417615,981592.2316432262,318107.1401667315
Unidentified debris,Wed Jan 03 2024 14:30:34 GMT-0600 (Central Standard Time),30.3747165,-88.8417566,981593.7766997694,318105.4307041208
